タイトル / Title,著者・作成者 / Creator,別表記タイトル / Other Title,種別 / Type,言語 / Langage,年月日 / Date,NCID,雑誌名 / Journal,巻 / Volume,号 / Number,"ページ数, 冊数 / Pages, Volumes",大きさ / Size,専攻 / Department,注記 / Note,請求記号 / Call Number,所蔵図書室 / Holding Library,タグ / Tag,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,IIIFマニフェストURI,# of media
On Turbine,井口 在屋|Inokuchi (Inokuty) Ariya,Turbines,卒業論文|Thesis,英語|English,1882,,,,,,,機械工学,,26,工2号館図書室|Engineering Bldg. 2 Library,,44614f00-ab15-463f-a54a-a8b9388792b5,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/44614f00-ab15-463f-a54a-a8b9388792b5,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/8fd4c36fc9c0f19826a9f1a982b0f4f48b7a3251.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69051,,https://curation.library.t.u-tokyo.ac.jp/iiif/44614f00-ab15-463f-a54a-a8b9388792b5/manifest,62
A Process of Rotary Field Induction Motor Calculation with Kapp’s Clock-diagram,鳳 秀太郎|Ho Hidetaro,Kapp's Clock-Diagram [apply] to [Rotary] Field Induction Motor,卒業論文|Thesis,英語|English,1896,,,,,,,電気工学,原本は実習報告と合冊,61,工2号館図書室|Engineering Bldg. 2 Library,,b74726fc-fffa-44ef-86e7-55531754eff1,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/b74726fc-fffa-44ef-86e7-55531754eff1,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/2c659664aff572c9592536ef919ed5050a65b2bf.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69052,,https://curation.library.t.u-tokyo.ac.jp/iiif/b74726fc-fffa-44ef-86e7-55531754eff1/manifest,55
Report of Third Year Excursion [Kobe Electric Lighting Co.],鳳 秀太郎|Ho Hidetaro,,実習報告|Report,英語|English,1896,,,,,,,電気工学,原本は卒業論文と合冊,61,工2号館図書室|Engineering Bldg. 2 Library,,22e91cc6-4898-411f-9708-a063f0f3b0e5,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/22e91cc6-4898-411f-9708-a063f0f3b0e5,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/f0b8dbf6d8c81297f022774d221ee336509503ab.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69053,,https://curation.library.t.u-tokyo.ac.jp/iiif/22e91cc6-4898-411f-9708-a063f0f3b0e5/manifest,46
Coupling-Rods,田中 不二|Tanaka Fuji,An Essay on Coupling-Rod,卒業論文|Thesis,英語|English,1901,,,,,,,機械工学,,192,工2号館図書室|Engineering Bldg. 2 Library,,254196d7-8af7-4553-929a-d792b0464de8,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/254196d7-8af7-4553-929a-d792b0464de8,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/87d066171bdf9e6cef7c4f3273a016da0172f479.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69054,,https://curation.library.t.u-tokyo.ac.jp/iiif/254196d7-8af7-4553-929a-d792b0464de8/manifest,111
Graduation paper on Centrifugal Pump,内丸 最一郎|Uchimaru Saiichiro,,卒業論文|Thesis,英語|English,1902,,,,,,,機械工学,,201,工2号館図書室|Engineering Bldg. 2 Library,,8956ec6a-c508-4bfa-b61b-22955457a431,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/8956ec6a-c508-4bfa-b61b-22955457a431,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/4b06c685d67549c6d2ed8c3d82b0dc1f21c4fee3.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69055,,https://curation.library.t.u-tokyo.ac.jp/iiif/8956ec6a-c508-4bfa-b61b-22955457a431/manifest,106
Essay on the Steam Hammers,畠山 一清|Hatakeyama Issey (Issei),Essay on the Steam Hammer,卒業論文|Thesis,英語|English,1906,,,,,,,機械工学,,327,工2号館図書室|Engineering Bldg. 2 Library,,cf25ff0f-a0a7-4d56-96d9-dba43a45fac2,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/cf25ff0f-a0a7-4d56-96d9-dba43a45fac2,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/f5ea7a74eb28e9bdfa1a42ac38f00483d33a4948.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69056,,https://curation.library.t.u-tokyo.ac.jp/iiif/cf25ff0f-a0a7-4d56-96d9-dba43a45fac2/manifest,61
Torsion Test of Hollow Circular Bar,井口 春久|Inokuty (Inokuchi) Haruhisa,,卒業論文|Thesis,英語|English,1914,,,,,,,機械工学,,642,工2号館図書室|Engineering Bldg. 2 Library,,2325d44c-5543-41b1-ac7e-0e46457d6268,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/2325d44c-5543-41b1-ac7e-0e46457d6268,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/bfc89b292d6412e85b654454e50e1498f7dcbb46.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69057,,https://curation.library.t.u-tokyo.ac.jp/iiif/2325d44c-5543-41b1-ac7e-0e46457d6268/manifest,55
P17ヘルショウ式操舵機,井口 武英|Inokuty (Inokuchi) Takehide,卒業計画計算書,卒業論文|Thesis,日本語|Japanese,1921,,,,,,,機械工学,,995,工2号館図書室|Engineering Bldg. 2 Library,,fd9fa5e1-e9e5-42fc-84b4-ea11058e9e91,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/fd9fa5e1-e9e5-42fc-84b4-ea11058e9e91,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/01083f13cfc0e125483631d5be9174d9572c03ed.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69058,,https://curation.library.t.u-tokyo.ac.jp/iiif/fd9fa5e1-e9e5-42fc-84b4-ea11058e9e91/manifest,55
Inductance Calculation,古賀 逸策|Koga Issaku,,卒業論文|Thesis,英語|English,1923,,,,,,,電気工学,原本は実習報告と合冊,1208,工2号館図書室|Engineering Bldg. 2 Library,,808c952e-7d20-4826-bbd4-300743d8730a,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/808c952e-7d20-4826-bbd4-300743d8730a,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/fd608f3a54188d2ec4aab76c17bcdad6ee62960e.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69059,,https://curation.library.t.u-tokyo.ac.jp/iiif/808c952e-7d20-4826-bbd4-300743d8730a/manifest,65
日立製作所日立工場實習報告,古賀 逸策|Koga Issaku,,実習報告|Report,英語|English,1923,,,,,,,電気工学,原本は卒業論文と合冊,1208,工2号館図書室|Engineering Bldg. 2 Library,,f5cb4d77-6d0d-4e49-bb89-aa519c3c40b8,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f5cb4d77-6d0d-4e49-bb89-aa519c3c40b8,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/5e156729c22dc4523eaf95d3c3b52c61f12fa779.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69060,,https://curation.library.t.u-tokyo.ac.jp/iiif/f5cb4d77-6d0d-4e49-bb89-aa519c3c40b8/manifest,61
冷却管ノ傾度ガ熱傳導ニ及ス影響,谷口 健八|Taniguchi Kenpachi,,卒業論文|Thesis,日本語|Japanese,1928,,,,,,,機械工学,,13,工2号館図書室|Engineering Bldg. 2 Library,,184e1b89-e470-4e2a-bb95-5961a28a6731,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/184e1b89-e470-4e2a-bb95-5961a28a6731,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/8e8076c5619543cd9d5cd326424079040b6cfaa2.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69061,,https://curation.library.t.u-tokyo.ac.jp/iiif/184e1b89-e470-4e2a-bb95-5961a28a6731/manifest,96
衝撃電圧ニ関スル研究並ニ電弧ノ特性ニ関スル研究,鳳 誠三郎|Ho Seizaburo,,卒業論文|Thesis,日本語|Japanese,1936,,,,,,,電気工学,原本は実習報告と合冊,1657,工2号館図書室|Engineering Bldg. 2 Library,,1a21a8ea-ec3f-4d79-b498-97b3e5c525a8,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/1a21a8ea-ec3f-4d79-b498-97b3e5c525a8,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/c8013455913b407d6de66178f107dbc489ff83e3.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69062,,https://curation.library.t.u-tokyo.ac.jp/iiif/1a21a8ea-ec3f-4d79-b498-97b3e5c525a8/manifest,57
実習報告 於(日立製作所助川工場 京成電気軌道株式会社),鳳 誠三郎|Ho Seizaburo,,実習報告|Report,日本語|Japanese,1936,,,,,,,電気工学,原本は卒業論文と合冊,1657,工2号館図書室|Engineering Bldg. 2 Library,,1722cf1d-e57c-4b0b-ae72-4e49302ee12b,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/1722cf1d-e57c-4b0b-ae72-4e49302ee12b,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/58268fc65722666a095baae9f67d6effccbf2537.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69063,,https://curation.library.t.u-tokyo.ac.jp/iiif/1722cf1d-e57c-4b0b-ae72-4e49302ee12b/manifest,73
Theoretical Investigation about Davits,末広 恭二|Suwehiro (Suehiro) Kyoji,,卒業論文|Thesis,英語|English,1900,,,,,,,造船学科,,1900:1,工3号館図書室|Engineering Bldg. 3 Library,,a4968f36-d59e-4cd5-aaf0-830fb6d65db3,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/a4968f36-d59e-4cd5-aaf0-830fb6d65db3,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/65eff292253e16c53eac5b264c48ae4e917c5c1a.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69064,,https://curation.library.t.u-tokyo.ac.jp/iiif/a4968f36-d59e-4cd5-aaf0-830fb6d65db3/manifest,44
On the Longitudinal Strength of Some Recent Torpedo Boats,平賀 譲|Hiraga Yuzuru,,卒業論文|Thesis,英語|English,1901-06,,,,,,,造船学科,,1901:1,工3号館図書室|Engineering Bldg. 3 Library,,a0ad14e7-82c5-4477-81ea-5fa464f49926,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/a0ad14e7-82c5-4477-81ea-5fa464f49926,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/6611d39ed054978a9584174d94b32a4a90838f36.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69065,,https://curation.library.t.u-tokyo.ac.jp/iiif/a0ad14e7-82c5-4477-81ea-5fa464f49926/manifest,86
Joggling and Flanging Works,井口 常雄|Inokuty (Inokuchi) Tuneo (Tsuneo),,実習報告|Report,英語|English,1913,,,,,,,造船学科,,1913:1,工3号館図書室|Engineering Bldg. 3 Library,,c36586a4-7ffb-466c-aa31-c443ae55e039,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/c36586a4-7ffb-466c-aa31-c443ae55e039,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/f3c9692cbcf7e2a2fdeb358202f14e5a5d2ba674.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69066,,https://curation.library.t.u-tokyo.ac.jp/iiif/c36586a4-7ffb-466c-aa31-c443ae55e039/manifest,77
Effect of Subdivision upon Floatation,井口 常雄|Inokuty (Inokuchi) Tuneo (Tsuneo),,卒業論文|Thesis,英語|English,1913,,,,,,,造船学科,,1913:1,工3号館図書室|Engineering Bldg. 3 Library,,c1bd3429-b547-4a38-bbe5-d7a5fcdf3454,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/c1bd3429-b547-4a38-bbe5-d7a5fcdf3454,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/b4ca8a53dce1b78268f40b51f8cd73171ce01caf.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69067,,https://curation.library.t.u-tokyo.ac.jp/iiif/c1bd3429-b547-4a38-bbe5-d7a5fcdf3454/manifest,62
[The Apprentice Work at Kawasaki Dockyard in Kobe.神戸川崎.1915.8-1916.2],徳川 武定|Tokugawa Takesada,,実習報告|Report,英語|English,1916,,,,,,,造船学科,,1916:7,工3号館図書室|Engineering Bldg. 3 Library,,40e2a2b1-6db3-4392-aa73-5d92d90b4472,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/40e2a2b1-6db3-4392-aa73-5d92d90b4472,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/abd3e630cbab07855bf0771f738fffdf1bbf67ec.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69068,,https://curation.library.t.u-tokyo.ac.jp/iiif/40e2a2b1-6db3-4392-aa73-5d92d90b4472/manifest,74
Ship Longthening,徳川 武定|Tokugawa Takesada,,卒業論文|Thesis,英語|English,1916,,,,,,,造船学科,,1916:6,工3号館図書室|Engineering Bldg. 3 Library,,707fa975-3c89-45f6-8edb-0aac40ca33e5,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/707fa975-3c89-45f6-8edb-0aac40ca33e5,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/53129b6f52ceb3eb7e5f1797e1e84fa50b4cc939.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69069,,https://curation.library.t.u-tokyo.ac.jp/iiif/707fa975-3c89-45f6-8edb-0aac40ca33e5/manifest,121
安部城鑛山報告書,山口 吉郎|Yamaguchi Kichiro,,実習報告|Report,日本語|Japanese,1916,,,,,,,採鉱学科,,,工3号館図書室|Engineering Bldg. 3 Library,山口青邨,72435e0f-d670-49eb-bbc5-78cf2360b203,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/72435e0f-d670-49eb-bbc5-78cf2360b203,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/fa360aff58b0b2a1d57751ad07197b27244b7f1b.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69070,,https://curation.library.t.u-tokyo.ac.jp/iiif/72435e0f-d670-49eb-bbc5-78cf2360b203/manifest,196
Design on Mining At Nishimata Mine,山口 吉郎|Yamaguchi Kichiro,西又鉱山計画,卒業論文|Thesis,英語|English,1916,,,,,,,採鉱学科,,,工3号館図書室|Engineering Bldg. 3 Library,山口青邨,12397207-6bbf-414e-b6b4-0b96f5a4474d,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/12397207-6bbf-414e-b6b4-0b96f5a4474d,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/7592d9632bbc5323ab8a62bf4656abec6227c33d.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69071,,https://curation.library.t.u-tokyo.ac.jp/iiif/12397207-6bbf-414e-b6b4-0b96f5a4474d/manifest,193
開坑及ビ採鑛ニ於ケル手掘ト機械掘ノ比較,青山 秀三郎|Aoyama Hidesaburo,,実習報告|Report,日本語|Japanese,1918,,,,,,,採鉱学科,,,工3号館図書室|Engineering Bldg. 3 Library,,15f52cdc-984b-4cf6-89ad-01fc92e9c092,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/15f52cdc-984b-4cf6-89ad-01fc92e9c092,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/4448ba9a97a17a57eb62edc65b107a0d6e338a6a.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69072,,https://curation.library.t.u-tokyo.ac.jp/iiif/15f52cdc-984b-4cf6-89ad-01fc92e9c092/manifest,156
八莖鑛山採鑛計画,青山 秀三郎|Aoyama Hidesaburo,,卒業論文|Thesis,英語|English,1918,,,,,,,採鉱学科,,,工3号館図書室|Engineering Bldg. 3 Library,,6fb90bf8-affa-44a7-b144-434e6292ff61,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/6fb90bf8-affa-44a7-b144-434e6292ff61,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/dbbdab6f7e2a283a6dc2490fe71d9952b2bab09d.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69073,,https://curation.library.t.u-tokyo.ac.jp/iiif/6fb90bf8-affa-44a7-b144-434e6292ff61/manifest,136
On Launching Operation. 神戸三菱,矢野 正典|Yano Masanori,,実習報告|Report,英語|English,1921,,,,,,,船舶工学科,,1921:16,工3号館図書室|Engineering Bldg. 3 Library,,8d869f0a-5362-4d9e-bb2f-2318478a53df,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/8d869f0a-5362-4d9e-bb2f-2318478a53df,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/214981a8ab75a9da16773610997ff72ebdc679bf.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69074,,https://curation.library.t.u-tokyo.ac.jp/iiif/8d869f0a-5362-4d9e-bb2f-2318478a53df/manifest,78
Design for Iron Smelting Work at Kasai,俵 国一|Tawara Kuniichi,笠井製鉄所計画,卒業論文|Thesis,英語|English,1897,,,,,,,採鉱及冶金学,,166,工4号館図書室|Engineering Bldg. 4 Library,,f3540cb6-f93b-4aa0-bf64-c3efa723448d,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/f3540cb6-f93b-4aa0-bf64-c3efa723448d,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/8590e363318e6f88ac1fb2b2257978808e8d66cf.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69075,,https://curation.library.t.u-tokyo.ac.jp/iiif/f3540cb6-f93b-4aa0-bf64-c3efa723448d/manifest,200
Report on Limonite at Yanahara,俵 国一|Tawara Kuniichi,鉄鉱床調査報告,実習報告|Report,英語|English,1897,,,,,,,採鉱及冶金学,,165,工4号館図書室|Engineering Bldg. 4 Library,,6b6bf5c2-dc85-46ef-9c86-703e8bf6ffe8,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/6b6bf5c2-dc85-46ef-9c86-703e8bf6ffe8,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/f9978ef1a90baa07133b6e4748e49fe000699ce6.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69076,,https://curation.library.t.u-tokyo.ac.jp/iiif/6b6bf5c2-dc85-46ef-9c86-703e8bf6ffe8/manifest,57
利原鉄鉱ノ還元試験,喜住 (三島) 徳七|Kizumi (Mishima) Tokushichi,Design of 300 tons Basic Blast Furnace / Design of 60 ton Basic Open Hearth Furnace,卒業論文|Thesis,日本語|Japanese,1920,,,,,,,冶金学,,,工4号館図書室|Engineering Bldg. 4 Library,,1265dbf9-d42d-4b53-b667-b5ae1d6f45da,https://curation.library.t.u-tokyo.ac.jp,https://curation.library.t.u-tokyo.ac.jp/s/db/record/1265dbf9-d42d-4b53-b667-b5ae1d6f45da,https://curation.library.t.u-tokyo.ac.jp/s/db/page/license,https://curation.library.t.u-tokyo.ac.jp/files/medium/b936ae6031cdd37a9b6196dd734b7fb7ea535438.jpg,https://curation.library.t.u-tokyo.ac.jp/api/items/69077,,https://curation.library.t.u-tokyo.ac.jp/iiif/1265dbf9-d42d-4b53-b667-b5ae1d6f45da/manifest,50
